date,time,source_ip,http_method,path,attack_type,status_code,raw_log,label,freq_label
17/Jan/2026,03:19:22,10.0.0.23,GET,/about,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:19:22 +0530] ""GET /about HTTP/1.1"" 200 4058",-1,3
17/Jan/2026,03:19:25,10.0.0.5,GET,/admin/login,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:19:25 +0530] ""GET /admin/login HTTP/1.1"" 200 1974",-1,3
17/Jan/2026,03:19:28,192.168.1.16,GET,/backup,unknown,403,"192.168.1.16 - - [17/Jan/2026:03:19:28 +0530] ""GET /backup HTTP/1.1"" 403 1890",-1,3
17/Jan/2026,03:19:30,192.168.1.16,GET,/,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:19:30 +0530] ""GET / HTTP/1.1"" 200 3679",0,3
17/Jan/2026,03:19:31,10.0.0.5,GET,/about,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:19:31 +0530] ""GET /about HTTP/1.1"" 200 4364",-1,3
17/Jan/2026,03:19:35,192.168.1.11,GET,/about,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:19:35 +0530] ""GET /about HTTP/1.1"" 200 3270",-1,3
17/Jan/2026,03:19:38,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:19:38 +0530] ""GET /contact HTTP/1.1"" 200 4249",-1,3
17/Jan/2026,03:19:42,192.168.1.11,GET,/style.css,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:19:42 +0530] ""GET /style.css HTTP/1.1"" 200 4167",0,3
17/Jan/2026,03:19:43,192.168.1.10,GET,/images/logo.png,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:19:43 +0530] ""GET /images/logo.png HTTP/1.1"" 200 1508",-1,3
17/Jan/2026,03:19:47,192.168.1.16,GET,/style.css,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:19:47 +0530] ""GET /style.css HTTP/1.1"" 200 2834",0,3
17/Jan/2026,03:19:48,172.16.0.9,GET,/ping?host=127.0.0.1;ls,unknown,500,"172.16.0.9 - - [17/Jan/2026:03:19:48 +0530] ""GET /ping?host=127.0.0.1;ls HTTP/1.1"" 500 1606",8,3
17/Jan/2026,03:19:49,192.168.1.10,GET,/contact,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:19:49 +0530] ""GET /contact HTTP/1.1"" 200 4083",-1,3
17/Jan/2026,03:19:52,10.0.0.23,GET,/about,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:19:52 +0530] ""GET /about HTTP/1.1"" 200 769",-1,3
17/Jan/2026,03:19:55,10.0.0.5,GET,/,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:19:55 +0530] ""GET / HTTP/1.1"" 200 3161",0,3
17/Jan/2026,03:19:58,172.16.0.9,GET,/,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:19:58 +0530] ""GET / HTTP/1.1"" 200 4665",0,3
17/Jan/2026,03:20:01,10.0.0.5,GET,/favicon.ico,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:01 +0530] ""GET /favicon.ico HTTP/1.1"" 200 2602",0,3
17/Jan/2026,03:20:04,10.0.0.5,GET,/.git,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:04 +0530] ""GET /.git HTTP/1.1"" 200 314",-1,3
17/Jan/2026,03:20:05,10.0.0.5,GET,/images/logo.png,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:05 +0530] ""GET /images/logo.png HTTP/1.1"" 200 2721",-1,3
17/Jan/2026,03:20:06,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:06 +0530] ""GET /contact HTTP/1.1"" 200 614",-1,3
17/Jan/2026,03:20:09,10.0.0.23,GET,/,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:20:09 +0530] ""GET / HTTP/1.1"" 200 2336",0,3
17/Jan/2026,03:20:12,192.168.1.16,GET,/contact,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:20:12 +0530] ""GET /contact HTTP/1.1"" 200 4175",-1,3
17/Jan/2026,03:20:13,10.0.0.23,GET,/docs/,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:20:13 +0530] ""GET /docs/ HTTP/1.1"" 200 1512",-1,3
17/Jan/2026,03:20:16,10.0.0.5,GET,/,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:16 +0530] ""GET / HTTP/1.1"" 200 4521",0,3
17/Jan/2026,03:20:17,192.168.1.11,GET,/,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:17 +0530] ""GET / HTTP/1.1"" 200 3941",0,3
17/Jan/2026,03:20:18,192.168.1.10,GET,/favicon.ico,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:20:18 +0530] ""GET /favicon.ico HTTP/1.1"" 200 3554",0,3
17/Jan/2026,03:20:21,172.16.0.9,GET,/favicon.ico,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:20:21 +0530] ""GET /favicon.ico HTTP/1.1"" 200 1746",0,3
17/Jan/2026,03:20:22,192.168.1.10,GET,/images/logo.png,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:20:22 +0530] ""GET /images/logo.png HTTP/1.1"" 200 4446",-1,3
17/Jan/2026,03:20:24,172.16.0.9,GET,/style.css,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:20:24 +0530] ""GET /style.css HTTP/1.1"" 200 3253",0,3
17/Jan/2026,03:20:25,192.168.1.16,GET,/contact,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:20:25 +0530] ""GET /contact HTTP/1.1"" 200 808",-1,3
17/Jan/2026,03:20:27,192.168.1.11,GET,/search?q=<script>alert(1)</script>,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:27 +0530] ""GET /search?q=<script>alert(1)</script> HTTP/1.1"" 200 1689",5,3
17/Jan/2026,03:20:30,192.168.1.10,GET,/contact,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:20:30 +0530] ""GET /contact HTTP/1.1"" 200 806",-1,3
17/Jan/2026,03:20:33,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:33 +0530] ""GET /contact HTTP/1.1"" 200 4553",-1,3
17/Jan/2026,03:20:35,10.0.0.5,GET,/style.css,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:35 +0530] ""GET /style.css HTTP/1.1"" 200 1453",0,3
17/Jan/2026,03:20:38,192.168.1.11,GET,/about,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:38 +0530] ""GET /about HTTP/1.1"" 200 4188",-1,3
17/Jan/2026,03:20:40,10.0.0.5,GET,/images/logo.png,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:20:40 +0530] ""GET /images/logo.png HTTP/1.1"" 200 599",-1,3
17/Jan/2026,03:20:43,192.168.1.10,GET,/docs/,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:20:43 +0530] ""GET /docs/ HTTP/1.1"" 200 2889",-1,3
17/Jan/2026,03:20:44,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:44 +0530] ""GET /contact HTTP/1.1"" 200 4433",-1,3
17/Jan/2026,03:20:47,10.0.0.23,GET,/favicon.ico,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:20:47 +0530] ""GET /favicon.ico HTTP/1.1"" 200 3274",0,3
17/Jan/2026,03:20:49,10.0.0.23,GET,/contact,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:20:49 +0530] ""GET /contact HTTP/1.1"" 200 4885",-1,3
17/Jan/2026,03:20:50,192.168.1.11,GET,/docs/,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:50 +0530] ""GET /docs/ HTTP/1.1"" 200 244",-1,3
17/Jan/2026,03:20:51,192.168.1.11,GET,/,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:20:51 +0530] ""GET / HTTP/1.1"" 200 2030",0,3
17/Jan/2026,03:20:53,192.168.1.16,GET,/run?cmd=echo+test;id,unknown,404,"192.168.1.16 - - [17/Jan/2026:03:20:53 +0530] ""GET /run?cmd=echo+test;id HTTP/1.1"" 404 1343",8,3
17/Jan/2026,03:20:54,192.168.1.16,GET,/images/logo.png,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:20:54 +0530] ""GET /images/logo.png HTTP/1.1"" 200 1348",-1,3
17/Jan/2026,03:20:55,172.16.0.9,GET,/about,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:20:55 +0530] ""GET /about HTTP/1.1"" 200 1478",-1,3
17/Jan/2026,03:20:56,192.168.1.11,GET,/search?q=test%27--,unknown,404,"192.168.1.11 - - [17/Jan/2026:03:20:56 +0530] ""GET /search?q=test%27-- HTTP/1.1"" 404 616",9,3
17/Jan/2026,03:20:59,172.16.0.9,GET,/images/logo.png,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:20:59 +0530] ""GET /images/logo.png HTTP/1.1"" 200 3973",-1,3
17/Jan/2026,03:21:00,172.16.0.9,GET,/about,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:21:00 +0530] ""GET /about HTTP/1.1"" 200 524",-1,3
17/Jan/2026,03:21:03,192.168.1.11,GET,/admin/login,unknown,500,"192.168.1.11 - - [17/Jan/2026:03:21:03 +0530] ""GET /admin/login HTTP/1.1"" 500 1883",-1,3
17/Jan/2026,03:21:06,172.16.0.9,GET,/about,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:21:06 +0530] ""GET /about HTTP/1.1"" 200 4910",-1,3
17/Jan/2026,03:21:09,192.168.1.11,GET,/about,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:21:09 +0530] ""GET /about HTTP/1.1"" 200 255",-1,3
17/Jan/2026,03:21:12,192.168.1.10,GET,/docs/,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:21:12 +0530] ""GET /docs/ HTTP/1.1"" 200 4480",-1,3
17/Jan/2026,03:21:14,192.168.1.16,GET,/,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:21:14 +0530] ""GET / HTTP/1.1"" 200 1656",0,3
17/Jan/2026,03:21:15,192.168.1.10,GET,/phpmyadmin,unknown,500,"192.168.1.10 - - [17/Jan/2026:03:21:15 +0530] ""GET /phpmyadmin HTTP/1.1"" 500 691",-1,3
17/Jan/2026,03:21:18,192.168.1.11,GET,/style.css,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:21:18 +0530] ""GET /style.css HTTP/1.1"" 200 2811",0,3
17/Jan/2026,03:21:21,192.168.1.16,GET,/favicon.ico,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:21:21 +0530] ""GET /favicon.ico HTTP/1.1"" 200 4469",0,3
17/Jan/2026,03:21:22,192.168.1.16,GET,/docs/,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:21:22 +0530] ""GET /docs/ HTTP/1.1"" 200 835",-1,3
17/Jan/2026,03:21:25,10.0.0.5,GET,/contact,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:21:25 +0530] ""GET /contact HTTP/1.1"" 200 3025",-1,3
17/Jan/2026,03:21:27,172.16.0.9,GET,/comment?msg=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,unknown,404,"172.16.0.9 - - [17/Jan/2026:03:21:27 +0530] ""GET /comment?msg=%3Cscript%3Ealert%281%29%3C%2Fscript%3E HTTP/1.1"" 404 1766",8,3
17/Jan/2026,03:21:29,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:21:29 +0530] ""GET /contact HTTP/1.1"" 200 2827",-1,3
17/Jan/2026,03:21:30,192.168.1.10,GET,/wp-login.php,unknown,404,"192.168.1.10 - - [17/Jan/2026:03:21:30 +0530] ""GET /wp-login.php HTTP/1.1"" 404 312",-1,3
17/Jan/2026,03:21:32,10.0.0.5,GET,/,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:21:32 +0530] ""GET / HTTP/1.1"" 200 2083",0,3
17/Jan/2026,03:21:37,10.0.0.23,GET,/images/logo.png,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:21:37 +0530] ""GET /images/logo.png HTTP/1.1"" 200 3566",-1,3
17/Jan/2026,03:21:40,10.0.0.23,GET,/images/logo.png,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:21:40 +0530] ""GET /images/logo.png HTTP/1.1"" 200 3184",-1,3
17/Jan/2026,03:21:43,10.0.0.23,GET,/run?cmd=echo+test;id,unknown,401,"10.0.0.23 - - [17/Jan/2026:03:21:43 +0530] ""GET /run?cmd=echo+test;id HTTP/1.1"" 401 1883",8,3
17/Jan/2026,03:21:45,10.0.0.23,GET,/run?cmd=echo+test;id,unknown,401,"10.0.0.23 - - [17/Jan/2026:03:21:45 +0530] ""GET /run?cmd=echo+test;id HTTP/1.1"" 401 801",8,3
17/Jan/2026,03:21:46,10.0.0.23,GET,/ping?host=127.0.0.1;ls,unknown,401,"10.0.0.23 - - [17/Jan/2026:03:21:46 +0530] ""GET /ping?host=127.0.0.1;ls HTTP/1.1"" 401 1962",8,3
17/Jan/2026,03:21:49,10.0.0.5,GET,/docs/,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:21:49 +0530] ""GET /docs/ HTTP/1.1"" 200 322",-1,3
17/Jan/2026,03:21:52,192.168.1.16,GET,/manager/html,unknown,404,"192.168.1.16 - - [17/Jan/2026:03:21:52 +0530] ""GET /manager/html HTTP/1.1"" 404 1892",-1,3
17/Jan/2026,03:21:53,192.168.1.16,GET,/favicon.ico,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:21:53 +0530] ""GET /favicon.ico HTTP/1.1"" 200 873",0,3
17/Jan/2026,03:21:58,172.16.0.9,GET,/style.css,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:21:58 +0530] ""GET /style.css HTTP/1.1"" 200 3168",0,3
17/Jan/2026,03:22:00,192.168.1.11,GET,/config,unknown,404,"192.168.1.11 - - [17/Jan/2026:03:22:00 +0530] ""GET /config HTTP/1.1"" 404 545",-1,3
17/Jan/2026,03:22:02,192.168.1.10,GET,/images/logo.png,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:22:02 +0530] ""GET /images/logo.png HTTP/1.1"" 200 4873",-1,3
17/Jan/2026,03:22:03,192.168.1.11,GET,/about,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:22:03 +0530] ""GET /about HTTP/1.1"" 200 3334",-1,3
17/Jan/2026,03:22:04,192.168.1.16,GET,/style.css,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:22:04 +0530] ""GET /style.css HTTP/1.1"" 200 3984",0,3
17/Jan/2026,03:22:10,10.0.0.5,GET,/backup,unknown,403,"10.0.0.5 - - [17/Jan/2026:03:22:10 +0530] ""GET /backup HTTP/1.1"" 403 319",-1,3
17/Jan/2026,03:22:12,10.0.0.23,GET,/search?q=<script>alert(1)</script>,unknown,500,"10.0.0.23 - - [17/Jan/2026:03:22:12 +0530] ""GET /search?q=<script>alert(1)</script> HTTP/1.1"" 500 907",5,3
17/Jan/2026,03:22:14,10.0.0.23,GET,/search?q=test%27--,unknown,401,"10.0.0.23 - - [17/Jan/2026:03:22:14 +0530] ""GET /search?q=test%27-- HTTP/1.1"" 401 1858",9,3
17/Jan/2026,03:22:15,172.16.0.9,GET,/,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:22:15 +0530] ""GET / HTTP/1.1"" 200 3371",0,3
17/Jan/2026,03:22:17,10.0.0.5,GET,/images/logo.png,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:22:17 +0530] ""GET /images/logo.png HTTP/1.1"" 200 1291",-1,3
17/Jan/2026,03:22:18,10.0.0.23,GET,/about,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:22:18 +0530] ""GET /about HTTP/1.1"" 200 4197",-1,3
17/Jan/2026,03:22:21,192.168.1.16,GET,/manager/html,unknown,500,"192.168.1.16 - - [17/Jan/2026:03:22:21 +0530] ""GET /manager/html HTTP/1.1"" 500 1429",-1,3
17/Jan/2026,03:22:24,192.168.1.11,GET,/contact,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:22:24 +0530] ""GET /contact HTTP/1.1"" 200 3446",-1,3
17/Jan/2026,03:22:27,192.168.1.11,GET,/.git,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:22:27 +0530] ""GET /.git HTTP/1.1"" 200 1356",-1,3
17/Jan/2026,03:22:29,192.168.1.10,GET,/favicon.ico,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:22:29 +0530] ""GET /favicon.ico HTTP/1.1"" 200 1336",0,3
17/Jan/2026,03:22:34,192.168.1.16,GET,/,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:22:34 +0530] ""GET / HTTP/1.1"" 200 2228",0,3
17/Jan/2026,03:22:35,172.16.0.9,GET,/docs/,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:22:35 +0530] ""GET /docs/ HTTP/1.1"" 200 3749",-1,3
17/Jan/2026,03:22:39,192.168.1.16,GET,/wp-login.php,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:22:39 +0530] ""GET /wp-login.php HTTP/1.1"" 200 1638",-1,3
17/Jan/2026,03:22:41,10.0.0.5,GET,/style.css,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:22:41 +0530] ""GET /style.css HTTP/1.1"" 200 561",0,3
17/Jan/2026,03:22:44,192.168.1.10,GET,/style.css,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:22:44 +0530] ""GET /style.css HTTP/1.1"" 200 642",0,3
17/Jan/2026,03:22:46,10.0.0.23,GET,/images/logo.png,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:22:46 +0530] ""GET /images/logo.png HTTP/1.1"" 200 2218",-1,3
17/Jan/2026,03:22:49,192.168.1.11,GET,/run?cmd=echo+test;id,unknown,500,"192.168.1.11 - - [17/Jan/2026:03:22:49 +0530] ""GET /run?cmd=echo+test;id HTTP/1.1"" 500 602",8,3
17/Jan/2026,03:22:50,172.16.0.9,GET,/backup,unknown,403,"172.16.0.9 - - [17/Jan/2026:03:22:50 +0530] ""GET /backup HTTP/1.1"" 403 1195",-1,3
17/Jan/2026,03:22:51,172.16.0.9,GET,/about,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:22:51 +0530] ""GET /about HTTP/1.1"" 200 2144",-1,3
17/Jan/2026,03:22:52,172.16.0.9,GET,/admin/login,unknown,404,"172.16.0.9 - - [17/Jan/2026:03:22:52 +0530] ""GET /admin/login HTTP/1.1"" 404 1101",-1,3
17/Jan/2026,03:22:55,10.0.0.5,GET,/admin/login,unknown,404,"10.0.0.5 - - [17/Jan/2026:03:22:55 +0530] ""GET /admin/login HTTP/1.1"" 404 1246",-1,3
17/Jan/2026,03:22:58,192.168.1.11,GET,/phpmyadmin,unknown,404,"192.168.1.11 - - [17/Jan/2026:03:22:58 +0530] ""GET /phpmyadmin HTTP/1.1"" 404 745",-1,3
17/Jan/2026,03:22:59,192.168.1.16,GET,/contact,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:22:59 +0530] ""GET /contact HTTP/1.1"" 200 380",-1,3
17/Jan/2026,03:23:00,10.0.0.23,GET,/search?q=test%27--,unknown,401,"10.0.0.23 - - [17/Jan/2026:03:23:00 +0530] ""GET /search?q=test%27-- HTTP/1.1"" 401 850",9,3
17/Jan/2026,03:23:03,10.0.0.23,GET,/images/logo.png,unknown,200,"10.0.0.23 - - [17/Jan/2026:03:23:03 +0530] ""GET /images/logo.png HTTP/1.1"" 200 1072",-1,3
17/Jan/2026,03:23:04,10.0.0.5,GET,/,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:23:04 +0530] ""GET / HTTP/1.1"" 200 2534",0,3
17/Jan/2026,03:23:06,172.16.0.9,GET,/images/logo.png,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:23:06 +0530] ""GET /images/logo.png HTTP/1.1"" 200 3415",-1,3
17/Jan/2026,03:23:08,10.0.0.5,GET,/favicon.ico,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:23:08 +0530] ""GET /favicon.ico HTTP/1.1"" 200 402",0,3
17/Jan/2026,03:23:09,192.168.1.16,GET,/style.css,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:23:09 +0530] ""GET /style.css HTTP/1.1"" 200 4050",0,3
17/Jan/2026,03:23:10,192.168.1.11,GET,/admin,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:23:10 +0530] ""GET /admin HTTP/1.1"" 200 1957",-1,3
17/Jan/2026,03:23:11,172.16.0.9,GET,/docs/,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:23:11 +0530] ""GET /docs/ HTTP/1.1"" 200 485",-1,3
17/Jan/2026,03:23:14,10.0.0.5,GET,/backup,unknown,401,"10.0.0.5 - - [17/Jan/2026:03:23:14 +0530] ""GET /backup HTTP/1.1"" 401 1327",-1,3
17/Jan/2026,03:23:17,10.0.0.5,GET,/favicon.ico,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:23:17 +0530] ""GET /favicon.ico HTTP/1.1"" 200 2352",0,3
17/Jan/2026,03:23:18,192.168.1.10,GET,/phpmyadmin,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:23:18 +0530] ""GET /phpmyadmin HTTP/1.1"" 200 428",-1,3
17/Jan/2026,03:23:21,10.0.0.5,GET,/style.css,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:23:21 +0530] ""GET /style.css HTTP/1.1"" 200 284",0,3
17/Jan/2026,03:23:23,10.0.0.5,GET,/ping?host=127.0.0.1;ls,unknown,403,"10.0.0.5 - - [17/Jan/2026:03:23:23 +0530] ""GET /ping?host=127.0.0.1;ls HTTP/1.1"" 403 1239",8,3
17/Jan/2026,03:23:24,172.16.0.9,GET,/about,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:23:24 +0530] ""GET /about HTTP/1.1"" 200 804",-1,3
17/Jan/2026,03:23:27,192.168.1.11,GET,/ping?host=127.0.0.1;ls,unknown,500,"192.168.1.11 - - [17/Jan/2026:03:23:27 +0530] ""GET /ping?host=127.0.0.1;ls HTTP/1.1"" 500 622",8,3
17/Jan/2026,03:23:28,192.168.1.11,GET,/search?q=<script>alert(1)</script>,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:23:28 +0530] ""GET /search?q=<script>alert(1)</script> HTTP/1.1"" 200 1188",5,3
17/Jan/2026,03:23:29,10.0.0.23,GET,/admin/login,unknown,404,"10.0.0.23 - - [17/Jan/2026:03:23:29 +0530] ""GET /admin/login HTTP/1.1"" 404 813",-1,3
17/Jan/2026,03:23:31,192.168.1.10,GET,/contact,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:23:31 +0530] ""GET /contact HTTP/1.1"" 200 4013",-1,3
17/Jan/2026,03:23:34,192.168.1.10,GET,/style.css,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:23:34 +0530] ""GET /style.css HTTP/1.1"" 200 2020",0,3
17/Jan/2026,03:23:35,192.168.1.11,GET,/,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:23:35 +0530] ""GET / HTTP/1.1"" 200 1298",0,3
17/Jan/2026,03:23:37,10.0.0.5,GET,/phpmyadmin,unknown,404,"10.0.0.5 - - [17/Jan/2026:03:23:37 +0530] ""GET /phpmyadmin HTTP/1.1"" 404 156",-1,3
17/Jan/2026,03:23:40,192.168.1.10,GET,/about,unknown,200,"192.168.1.10 - - [17/Jan/2026:03:23:40 +0530] ""GET /about HTTP/1.1"" 200 4714",-1,3
17/Jan/2026,03:23:42,172.16.0.9,GET,/wp-login.php,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:23:42 +0530] ""GET /wp-login.php HTTP/1.1"" 200 522",-1,3
17/Jan/2026,03:23:43,192.168.1.16,GET,/about,unknown,200,"192.168.1.16 - - [17/Jan/2026:03:23:43 +0530] ""GET /about HTTP/1.1"" 200 4291",-1,3
17/Jan/2026,03:23:46,192.168.1.11,GET,/search?q=<script>alert(1)</script>,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:23:46 +0530] ""GET /search?q=<script>alert(1)</script> HTTP/1.1"" 200 1291",5,3
17/Jan/2026,03:23:48,10.0.0.5,GET,/manager/html,unknown,404,"10.0.0.5 - - [17/Jan/2026:03:23:48 +0530] ""GET /manager/html HTTP/1.1"" 404 152",-1,3
17/Jan/2026,03:23:50,10.0.0.5,GET,/favicon.ico,unknown,200,"10.0.0.5 - - [17/Jan/2026:03:23:50 +0530] ""GET /favicon.ico HTTP/1.1"" 200 1515",0,3
17/Jan/2026,03:23:53,192.168.1.11,GET,/favicon.ico,unknown,200,"192.168.1.11 - - [17/Jan/2026:03:23:53 +0530] ""GET /favicon.ico HTTP/1.1"" 200 3372",0,3
17/Jan/2026,03:23:54,192.168.1.11,GET,/ping?host=127.0.0.1;ls,unknown,401,"192.168.1.11 - - [17/Jan/2026:03:23:54 +0530] ""GET /ping?host=127.0.0.1;ls HTTP/1.1"" 401 1067",8,3
17/Jan/2026,03:23:56,172.16.0.9,GET,/favicon.ico,unknown,200,"172.16.0.9 - - [17/Jan/2026:03:23:56 +0530] ""GET /favicon.ico HTTP/1.1"" 200 783",0,3
